Date,AccountID,DeptID,Amount
2024-10-19,5010,D02,-3487.91
2024-12-26,6220,D99,-1577.79
2024-04-13,5010,D01,-2123.98
2024-11-17,6210,D99,-3547.9
2024-02-01,5020,D99,-2946.77
2024-09-13,6210,D02,-2862.15
2024-11-13,6210,D99,-571.44
2024-06-02,1010,D02,887.28
2024-01-19,6220,D99,-940.73
2024-01-18,5020,D03,-1477.66
2024-09-22,6210,D03,-2109.14
2024-03-07,4020,D02,1010.15
2024-06-16,5010,D99,-310.89
2024-10-04,1010,D99,3481.05
2024-08-21,5010,D99,-4650.47
2024-01-26,1010,D99,2314.17
2024-03-04,2010,D99,692.95
2024-08-28,4010,D02,3370.48
2024-03-12,1010,D03,572.56
2024-11-02,5010,D01,-2118.48
2024-05-09,4020,D01,777.64
2024-01-07,6220,D02,-1429.48
2024-07-08,4010,D99,4470.56
2024-11-13,4020,D03,4064.43
2024-02-19,4020,D99,4672.69
2024-11-05,4010,D02,3591.56
2024-09-25,1010,D02,3665.57
2024-04-12,1010,D01,2847.49
2024-03-23,4020,D01,4320.03
2024-03-01,6220,D03,-1230.03
2024-02-22,4010,D02,396.44
2024-07-25,4010,D01,4104.44
2024-09-20,5020,D03,-3071.32
2024-10-03,4020,D99,3728.84
2024-08-28,5010,D03,-468.39
2024-12-04,5020,D02,-2697.62
2024-04-25,5020,D03,-4764.05
2024-10-15,6210,D99,-339.06
2024-11-30,2010,D99,4032.83
2024-11-27,5010,D02,-2514.55
2024-07-01,6220,D01,-3930.29
2024-06-27,6220,D99,-255.78
2024-02-14,1010,D02,1862.61
2024-10-14,6210,D03,-3867.49
2024-02-20,5010,D99,-1068.35
2024-06-02,4020,D99,3802.21
2024-10-15,5020,D01,-2374.3
2024-05-28,6210,D99,-1101.97
2024-11-12,6220,D01,-2934.19
2024-08-30,2010,D01,821.1
2024-03-17,2010,D02,1365.95
2024-12-18,6220,D03,-1286.35
2024-10-28,5010,D01,-2127.55
2024-01-17,1010,D03,2186.1
2024-06-04,5010,D01,-2859.15
2024-04-17,2010,D99,4062.85
2024-09-27,1010,D03,2842.15
2024-03-07,1010,D99,1309.78
2024-12-04,6220,D99,-2209.77
2024-10-27,5010,D02,-3748.74
2024-07-06,6220,D01,-1335.98
2024-09-04,4010,D03,1128.79
2024-11-01,5020,D02,-2325.03
2024-03-14,6220,D01,-4506.03
2024-05-20,5020,D03,-1805.14
2024-08-09,5010,D02,-4118.83
2024-11-08,5010,D99,-1802.0
2024-08-14,2010,D02,3646.9
2024-04-04,1010,D01,2848.5
2024-07-08,1010,D03,2247.48
2024-12-21,5010,D99,-710.5
2024-12-04,4010,D01,3872.19
2024-05-20,5020,D02,-1758.49
2024-03-02,5020,D01,-1206.25
2024-06-17,5010,D99,-4497.27
2024-11-16,6210,D01,-2159.12
2024-03-25,1010,D99,749.76
2024-06-17,1010,D03,4634.2
2024-12-08,6220,D99,-180.05
2024-03-05,2010,D01,4142.9
2024-07-19,2010,D01,2675.44
2024-07-26,5020,D02,-1207.16
2024-05-30,1010,D99,969.84
2024-11-02,6210,D99,-1587.11
2024-09-09,4020,D03,3698.25
2024-07-28,6220,D03,-4042.66
2024-11-14,6210,D03,-2497.66
2024-06-12,5020,D02,-1911.82
2024-08-25,5020,D02,-4962.16
2024-06-03,4010,D02,357.73
2024-10-25,4010,D01,446.86
2024-09-02,4010,D02,4258.39
2024-12-30,6220,D01,-4220.38
2024-05-11,5010,D01,-4793.03
2024-01-27,6210,D03,-2258.23
2024-09-25,5020,D01,-3995.49
2024-02-07,5010,D03,-4372.83
2024-01-14,6220,D99,-378.97
2024-11-25,4010,D99,1124.57
2024-06-26,5020,D03,-4804.47
2024-08-02,5010,D01,-1156.46
2024-09-27,6210,D01,-2706.91
2024-10-11,1010,D99,4760.24
2024-04-06,2010,D99,2985.01
2024-12-28,5010,D03,-4395.83
2024-01-13,6220,D01,-4492.51
2024-04-22,5010,D03,-2649.15
2024-02-08,5010,D03,-2855.06
2024-04-05,6220,D99,-1147.3
2024-06-23,4020,D02,3836.66
2024-06-19,4010,D03,336.32
2024-05-18,4020,D99,1537.26
2024-12-13,5020,D02,-3418.29
2024-07-18,4010,D99,2292.35
2024-12-24,4010,D02,3049.05
2024-06-06,4010,D99,1914.16
2024-05-01,1010,D03,3345.54
2024-04-25,6220,D02,-1043.01
2024-12-18,1010,D02,2500.28
2024-04-08,4010,D02,4994.9
2024-09-19,6220,D99,-1612.82
2024-07-21,5010,D02,-4605.31
2024-09-26,4010,D99,2614.97
2024-04-16,1010,D01,3264.29
2024-07-09,6220,D99,-879.68
2024-05-06,5020,D01,-162.75
2024-07-21,2010,D99,2272.42
2024-07-22,2010,D02,1622.83
2024-12-06,2010,D02,1460.31
2024-08-03,2010,D03,2953.26
2024-12-04,6210,D99,-3507.11
2024-09-14,5010,D01,-4955.16
2024-07-30,6210,D01,-4158.39
2024-05-18,4020,D02,4061.23
2024-03-14,4010,D02,233.69
2024-07-13,2010,D99,1244.69
2024-03-22,6220,D02,-409.13
2024-09-18,4020,D02,2426.25
2024-02-05,4020,D01,4872.65
2024-03-13,6220,D99,-2108.93
2024-07-03,6210,D02,-3920.68
2024-11-03,6220,D02,-621.48
2024-11-03,2010,D01,3066.02
2024-12-27,4020,D03,2027.86
2024-07-26,5010,D02,-2079.54
2024-01-31,5020,D02,-2407.56
2024-07-17,4020,D99,180.75
2024-03-31,2010,D02,2752.02
2024-01-18,5010,D02,-2466.15
2024-09-29,4010,D03,1861.85
2024-02-25,4010,D02,2639.95
2024-03-17,4010,D01,1440.26
2024-02-10,5010,D03,-3863.2
2024-05-16,2010,D03,2238.79
2024-02-26,6210,D03,-3462.78
2024-10-30,6210,D02,-704.94
2024-03-27,5010,D02,-2732.97
2024-05-05,5010,D01,-996.28
2024-06-27,6220,D02,-378.71
2024-01-29,5020,D99,-1209.62
2024-05-23,6210,D99,-2067.88
2024-07-13,6210,D01,-644.73
2024-05-20,5020,D01,-420.63
2024-05-03,4020,D01,1718.29
2024-12-30,2010,D01,4617.96
2024-06-10,5010,D03,-797.18
2024-02-21,4010,D99,2436.23
2024-05-14,5020,D02,-2436.38
2024-08-13,4010,D99,4944.5
2024-05-18,5010,D01,-3243.79
2024-03-08,4020,D99,1414.42
2024-05-21,6210,D02,-2338.69
2024-06-25,2010,D03,2756.77
2024-08-14,6220,D02,-2727.83
2024-01-08,5020,D01,-1745.01
2024-07-17,1010,D01,1218.41
2024-04-05,4010,D99,4288.78
2024-10-27,6210,D01,-1608.55
2024-09-09,4020,D03,3278.03
2024-02-27,4010,D03,977.53
2024-09-25,6220,D01,-4325.83
2024-11-09,4010,D02,2044.64
2024-11-18,5010,D99,-2731.39
2024-08-14,1010,D99,2159.61
2024-06-07,2010,D01,1566.36
2024-03-04,4020,D03,4139.25
2024-12-19,4020,D03,3348.67
2024-03-11,5020,D99,-3632.91
2024-07-20,5010,D99,-240.95
2024-06-18,5010,D02,-2935.18
2024-11-25,5020,D02,-2199.45
2024-01-29,5020,D99,-575.29
2024-06-02,6220,D02,-949.36
2024-12-13,1010,D02,1011.87
2024-06-24,1010,D99,3325.37
2024-10-20,4010,D99,2507.29
2024-10-17,4020,D03,4794.86
2024-09-24,4010,D03,3998.06
2024-10-26,4020,D01,4172.78
2024-05-04,2010,D02,470.42
2024-05-12,4020,D01,4566.44
2024-06-01,1010,D01,3569.02
2024-07-30,5010,D02,-4596.04
2024-05-12,1010,D02,1928.14
2024-06-25,5010,D01,-4165.82
2024-01-15,4020,D99,1078.46
2024-12-10,4010,D03,1066.01
2024-03-05,6210,D03,-1569.23
2024-10-23,6210,D99,-1701.62
2024-01-01,2010,D03,4138.01
2024-06-12,4010,D02,2624.3
2024-01-07,1010,D02,2489.52
2024-06-19,6220,D02,-3189.17
2024-01-15,1010,D03,4673.32
2024-05-31,6210,D02,-4235.79
2024-09-19,5010,D99,-3392.73
2024-04-17,6210,D01,-1906.09
2024-10-02,1010,D02,686.79
2024-04-25,4010,D01,4535.45
2024-06-21,6220,D02,-3153.05
2024-05-11,1010,D01,2856.32
2024-02-29,1010,D99,3714.38
2024-07-31,6210,D01,-2475.31
2024-12-03,6220,D02,-3987.02
2024-05-17,2010,D03,479.7
2024-02-09,4010,D02,2811.47
2024-02-21,5010,D01,-281.19
2024-11-07,6210,D99,-3903.31
2024-06-24,5010,D99,-3705.38
2024-01-20,6220,D03,-4577.12
2024-03-25,6220,D02,-3610.39
2024-11-17,1010,D03,3349.9
2024-03-25,6210,D03,-4946.12
2024-04-18,5020,D02,-393.81
2024-04-07,6210,D03,-2307.65
2024-08-19,1010,D02,2653.38
2024-08-28,5020,D03,-1920.14
2024-08-01,5010,D02,-1555.02
2024-01-01,4020,D03,2013.03
2024-09-18,1010,D99,4164.26
2024-10-08,5010,D99,-2013.43
2024-07-22,5010,D02,-2830.57
2024-06-10,5020,D03,-3310.62
2024-05-06,5020,D02,-2379.44
2024-12-01,5020,D03,-3163.03
2024-12-23,4020,D99,4709.06
2024-01-06,5020,D03,-2423.68
2024-09-12,1010,D03,376.28
2024-09-24,6220,D99,-1993.09
2024-01-17,4020,D99,4773.13
2024-07-04,4020,D99,754.48
2024-12-10,6210,D03,-3990.3
2024-04-20,1010,D99,2360.63
2024-08-23,2010,D99,1161.06
2024-09-08,6220,D99,-4083.21
2024-11-24,4020,D99,2676.6
2024-05-24,4010,D03,1497.15
2024-11-03,6210,D01,-1122.35
2024-10-28,1010,D03,4813.35
2024-12-15,6210,D03,-4990.88
2024-04-22,5010,D01,-1196.85
2024-06-30,5010,D02,-3835.62
2024-09-30,1010,D01,1743.81
2024-11-28,5010,D02,-3219.47
2024-04-04,2010,D03,3608.5
2024-04-02,4020,D99,4506.73
2024-11-04,1010,D01,2667.31
2024-09-06,6220,D01,-2873.83
2024-07-04,4020,D01,3948.66
2024-07-01,1010,D03,1777.46
2024-12-03,2010,D99,1049.55
2024-04-27,2010,D03,158.7
2024-12-23,5010,D99,-3365.08
2024-03-03,6210,D99,-3714.93
2024-02-28,6210,D03,-870.03
2024-12-30,1010,D01,4045.01
2024-05-11,5010,D03,-3662.72
2024-09-24,5010,D02,-4518.24
2024-01-12,1010,D01,1643.99
2024-05-02,4010,D02,942.26
2024-06-02,4020,D01,2216.3
2024-06-14,5020,D03,-3299.72
2024-10-02,1010,D02,551.14
2024-08-22,1010,D02,4129.57
2024-05-01,6210,D02,-1703.51
2024-10-01,1010,D01,812.89
2024-03-02,5020,D02,-184.87
2024-01-05,6210,D03,-1070.7
2024-05-09,6220,D01,-3620.26
2024-07-21,4020,D01,3486.46
2024-12-09,1010,D03,2327.0
2024-11-05,4010,D01,3425.97
2024-05-18,4010,D01,1108.75
2024-07-19,5010,D01,-3589.65
2024-11-21,5020,D01,-4078.38
2024-12-14,6210,D01,-674.21
2024-03-16,2010,D03,2127.71
2024-11-14,4020,D02,3905.86
2024-10-01,1010,D99,1762.43
2024-03-05,1010,D99,2149.49
2024-12-01,2010,D03,2071.13
2024-06-29,6220,D01,-994.42
2024-08-10,4010,D02,4188.19
2024-04-15,5020,D01,-1417.05
2024-11-28,5020,D01,-1285.91
2024-03-29,5010,D02,-4042.76
2024-01-10,5010,D01,-304.42
2024-01-06,1010,D99,2175.43
2024-12-17,5010,D99,-4672.53
2024-09-16,4010,D99,4272.68
2024-06-20,2010,D99,4563.38
2024-11-20,4020,D99,611.26
2024-07-22,6220,D99,-3926.19
2024-08-09,6210,D01,-3259.8
2024-10-09,4020,D99,767.5
2024-03-01,1010,D01,2260.57
2024-10-19,4020,D01,2246.22
2024-05-30,1010,D03,1090.69
2024-05-15,6210,D02,-4254.61
2024-05-07,4010,D01,2193.18
2024-07-29,2010,D03,2167.09
2024-05-05,4010,D01,2784.51
2024-08-26,6210,D99,-4032.85
2024-02-26,2010,D03,3711.11
2024-11-04,4020,D02,2417.73
2024-11-17,6210,D03,-3589.04
2024-04-08,6220,D99,-3138.2
2024-12-25,5010,D03,-2782.21
2024-06-13,5010,D01,-212.72
2024-11-16,4010,D99,3690.05
2024-09-21,6210,D01,-2998.32
2024-02-10,5020,D99,-1919.92
2024-02-10,5020,D02,-2893.09
2024-03-15,4020,D99,4236.11
2024-12-28,5020,D01,-307.17
2024-05-18,4020,D02,3791.14
2024-01-07,1010,D01,2782.56
2024-05-28,6210,D02,-3042.61
2024-11-01,5010,D02,-4216.66
2024-02-14,5020,D03,-2661.29
2024-06-04,4010,D02,544.35
2024-05-02,2010,D03,390.76
2024-01-18,5010,D99,-4634.34
2024-05-19,1010,D99,619.12
2024-09-04,4010,D99,3993.69
2024-08-26,4010,D02,4986.87
2024-03-04,1010,D99,1732.44
2024-10-27,4020,D02,4502.8
2024-05-18,1010,D03,1016.28
2024-10-21,1010,D02,1914.75
2024-09-13,5010,D03,-3513.28
2024-10-04,5010,D99,-117.4
2024-04-27,2010,D03,4891.22
2024-08-16,6210,D01,-4466.7
2024-09-05,5010,D02,-4390.91
2024-04-23,5020,D99,-1808.83
2024-04-08,4020,D01,4730.53
2024-12-21,5010,D99,-1006.08
2024-04-21,4010,D01,1024.83
2024-03-23,1010,D03,702.39
2024-03-29,5010,D02,-3424.29
2024-09-21,6210,D02,-2903.21
2024-06-10,5020,D02,-548.55
2024-04-25,4020,D03,1796.65
2024-12-06,4010,D02,1977.41
2024-12-27,6210,D99,-1931.13
2024-03-28,5010,D03,-1474.53
2024-01-05,5010,D01,-3340.37
2024-01-07,6210,D03,-4582.66
2024-09-22,6210,D99,-293.91
2024-11-11,5010,D03,-4921.89
2024-02-26,1010,D02,1975.78
2024-09-23,5010,D99,-3352.08
2024-02-21,5010,D99,-4098.45
2024-11-28,1010,D01,4127.42
2024-12-11,6210,D03,-1645.11
2024-01-26,2010,D02,953.56
2024-07-16,2010,D03,2646.83
2024-05-30,6220,D99,-4265.49
2024-06-17,5010,D99,-1488.6
2024-05-03,5010,D03,-4212.99
2024-10-16,4010,D02,3880.12
2024-02-06,5020,D03,-228.79
2024-07-20,2010,D03,3592.07
2024-09-22,1010,D01,595.14
2024-09-18,5010,D03,-3604.55
2024-06-24,6220,D03,-364.43
2024-07-26,5020,D02,-734.29
2024-02-29,6220,D03,-3394.41
2024-10-12,1010,D02,4284.37
2024-10-03,6210,D03,-1757.82
2024-09-13,2010,D03,181.61
2024-05-08,2010,D02,4684.3
2024-03-04,2010,D02,2682.08
2024-06-14,4020,D99,3959.67
2024-07-23,4010,D03,1642.53
2024-02-18,2010,D99,2431.75
2024-03-01,4020,D02,4212.36
2024-02-14,2010,D01,3880.19
2024-03-01,6210,D03,-4882.72
2024-05-16,5010,D03,-2462.1
2024-01-02,4020,D02,4942.98
2024-02-06,5010,D03,-1658.66
2024-04-16,4020,D01,1131.11
2024-01-22,4020,D02,2759.65
2024-01-18,4020,D01,1474.18
2024-11-13,6210,D99,-1437.02
2024-03-03,2010,D03,4096.83
2024-10-09,6220,D03,-2036.23
2024-01-05,5020,D01,-1521.59
2024-05-13,5010,D02,-1952.17
2024-03-02,4010,D02,3759.21
2024-12-10,6220,D03,-3280.21
2024-06-08,1010,D01,2251.24
2024-01-01,4020,D02,2162.65
2024-07-12,4010,D03,2569.52
2024-08-30,4020,D03,369.23
2024-02-10,5010,D99,-3935.21
2024-02-12,2010,D99,2115.39
2024-10-20,5010,D02,-4136.55
2024-02-23,2010,D01,1070.88
2024-06-03,6210,D03,-1049.72
2024-01-27,4020,D03,336.64
2024-03-07,5020,D01,-1086.69
2024-12-09,4020,D03,3214.67
2024-05-31,6210,D99,-4894.19
2024-03-22,5010,D99,-4589.24
2024-05-15,2010,D03,2922.94
2024-08-19,6220,D01,-3336.55
2024-07-02,4010,D03,3448.99
2024-01-24,4020,D03,3825.23
2024-09-28,5020,D02,-3289.48
2024-10-18,6210,D99,-3731.96
2024-04-22,1010,D01,4098.5
2024-10-15,2010,D03,4554.02
2024-11-12,1010,D02,2461.31
2024-09-01,6210,D01,-4441.92
2024-04-19,6210,D99,-750.31
2024-03-03,4020,D01,4059.6
2024-11-24,6220,D02,-3878.83
2024-02-09,5010,D02,-1235.45
2024-09-17,5020,D03,-3537.55
2024-02-18,1010,D03,809.87
2024-08-19,6220,D02,-2749.65
2024-02-26,6220,D01,-3779.36
2024-11-14,6220,D03,-1644.42
2024-04-18,6220,D01,-2732.96
2024-02-28,4010,D03,4707.82
2024-03-14,2010,D99,1313.73
2024-11-06,5010,D01,-246.05
2024-06-27,4020,D03,346.55
2024-03-25,5020,D99,-2552.18
2024-04-22,6220,D02,-2515.3
2024-10-02,5020,D01,-593.54
2024-04-06,4020,D99,344.72
2024-01-31,6210,D99,-1786.02
2024-05-17,5010,D01,-4695.49
2024-10-12,2010,D01,1218.58
2024-09-19,6210,D01,-158.15
2024-06-27,2010,D01,4736.68
2024-11-11,6220,D02,-4725.95
2024-12-16,5010,D03,-2622.18
2024-05-07,4020,D02,3414.17
2024-05-28,6220,D01,-1365.18
2024-09-27,6220,D03,-1288.05
2024-03-21,1010,D01,1496.62
2024-11-11,5010,D99,-1778.53
2024-02-17,1010,D03,3196.92
2024-01-10,5020,D99,-1174.62
2024-03-12,5020,D01,-2965.27
2024-12-25,5010,D02,-1014.7
2024-04-25,6220,D02,-1067.52
2024-07-28,4020,D02,188.73
2024-04-02,5010,D01,-1011.97
2024-07-20,5020,D99,-837.29
2024-07-24,4020,D02,2126.08
2024-09-14,5020,D02,-1911.44
2024-03-27,5020,D03,-601.21
2024-04-12,1010,D01,3692.43
2024-07-01,6220,D01,-3903.92
2024-07-18,5010,D01,-1407.97
2024-03-24,4010,D01,3162.03
2024-08-29,5020,D01,-4842.24
2024-09-07,2010,D02,3737.05
2024-12-29,6220,D99,-2395.18
2024-09-10,1010,D01,2998.58
2024-04-13,5010,D01,-698.86
2024-09-22,4020,D03,1756.8
2024-06-22,6220,D03,-3626.67
2024-09-01,1010,D03,254.98
2024-08-09,4020,D03,1046.39
2024-12-13,5010,D01,-2040.01
2024-03-27,5020,D03,-4940.06
2024-07-01,5010,D01,-552.98
2024-01-01,4010,D01,2434.33
2024-05-08,5020,D03,-2372.16
2024-04-30,5020,D99,-3469.41
2024-01-28,4010,D01,3539.08
2024-08-25,2010,D99,1853.1
2024-05-16,6220,D01,-1210.79
2024-04-02,2010,D03,1600.25
2024-10-21,6210,D02,-430.13
2024-01-04,1010,D02,3791.93
2024-01-30,6210,D02,-2493.97
2024-01-09,4010,D02,2196.18
2024-02-26,5010,D01,-4315.9
2024-07-23,1010,D03,618.12
2024-07-17,2010,D01,4809.59
2024-10-21,6210,D03,-524.69
2024-05-08,2010,D01,1890.67
2024-08-01,1010,D99,4321.62
2024-05-15,4020,D03,2964.76
2024-11-12,6220,D01,-4952.29
2024-09-03,4020,D99,1779.43
2024-01-13,6220,D02,-3452.42
2024-04-27,4010,D01,2741.27
2024-09-23,6220,D99,-2380.34
2024-11-14,6220,D02,-1487.55
2024-07-09,4020,D03,986.8
2024-11-14,5010,D99,-2244.33
2024-09-26,1010,D02,3887.6
2024-01-31,2010,D01,517.36
2024-12-14,5020,D03,-3201.21
2024-05-10,4010,D03,3563.25
2024-12-10,5010,D02,-111.47
2024-01-31,1010,D01,2227.17
2024-01-29,5010,D02,-1647.58
2024-09-10,6210,D99,-115.75
2024-03-17,5010,D02,-690.71
2024-09-10,5010,D01,-4106.18
2024-10-07,6210,D01,-2194.28
2024-04-02,2010,D01,3089.02
2024-08-23,6220,D01,-2387.86
2024-09-12,6220,D03,-3767.12
2024-07-08,4010,D02,1268.73
2024-10-28,2010,D99,3868.92
2024-07-02,4020,D99,674.38
2024-06-15,5020,D01,-4018.5
2024-10-24,6210,D99,-2540.53
2024-08-28,5010,D02,-1546.62
2024-08-30,5020,D02,-660.98
2024-04-12,1010,D03,2268.81
2024-10-31,5020,D03,-904.58
2024-06-02,2010,D01,3683.29
2024-12-02,4020,D02,2413.21
2024-07-16,5010,D02,-3515.18
2024-07-02,1010,D99,1490.25
2024-09-03,4010,D01,1941.04
2024-07-09,4010,D99,3394.84
2024-09-28,4010,D01,4109.65
2024-12-16,4020,D99,616.18
2024-07-27,1010,D01,4371.9
2024-03-31,5010,D03,-272.69
2024-10-10,1010,D03,262.36
2024-11-28,1010,D01,3586.18
2024-01-19,1010,D01,3676.02
2024-12-06,1010,D02,764.25
2024-04-15,4020,D01,1962.23
2024-10-23,5020,D99,-1427.98
2024-11-30,6210,D02,-2990.34
2024-05-28,4020,D99,1302.82
2024-05-19,5020,D99,-3955.31
2024-08-14,6220,D99,-1924.58
2024-04-21,2010,D01,2259.14
2024-05-24,6210,D01,-4289.82
2024-10-17,6220,D03,-250.31
2024-04-11,4020,D02,2197.07
2024-03-04,4020,D01,4972.64
2024-03-08,6210,D02,-1840.7
2024-05-23,5020,D02,-1310.11
2024-06-11,5020,D02,-4803.76
2024-10-24,6210,D99,-3556.86
2024-11-24,2010,D01,2772.98
2024-11-28,6210,D03,-787.09
2024-03-13,2010,D02,390.5
2024-02-18,6210,D03,-3161.69
2024-05-25,6220,D99,-3354.6
2024-08-23,4020,D03,4928.16
2024-01-07,1010,D01,4456.24
2024-09-19,4020,D03,1931.81
2024-11-21,2010,D03,3540.41
2024-05-25,2010,D02,674.59
2024-07-07,2010,D99,3369.02
2024-02-19,4020,D03,4995.5
2024-04-15,2010,D02,1534.18
2024-06-18,6210,D02,-1826.45
2024-05-13,4020,D03,4995.51
2024-04-24,6210,D01,-958.1
2024-08-26,6220,D03,-4241.97
2024-10-19,4010,D99,951.32
2024-11-18,2010,D99,1199.61
2024-05-22,5020,D01,-566.07
2024-01-08,4020,D02,3550.73
2024-07-18,4010,D02,1785.69
2024-07-05,2010,D03,2433.7
2024-10-11,1010,D01,3869.02
2024-04-10,5010,D99,-1432.54
2024-09-15,6210,D02,-2738.13
2024-11-21,6210,D01,-1551.79
2024-07-13,4010,D99,1412.18
2024-02-08,1010,D02,2199.99
2024-06-19,6210,D02,-1795.2
2024-08-14,5010,D03,-4670.17
2024-09-25,2010,D03,2228.29
2024-06-25,2010,D01,1097.93
2024-10-11,5020,D03,-797.34
2024-02-25,6210,D03,-801.65
2024-11-14,6220,D01,-3023.33
2024-01-22,4010,D02,2299.27
2024-03-22,6220,D02,-816.34
2024-08-30,4020,D99,574.88
2024-04-14,4010,D99,2628.98
2024-05-01,2010,D01,2954.14
2024-05-08,4010,D03,3841.64
2024-02-10,4020,D99,4271.74
2024-03-17,4010,D03,1360.66
2024-08-26,1010,D99,2412.36
2024-07-09,4020,D01,2250.58
2024-10-11,2010,D01,2974.78
2024-03-20,4020,D02,4217.93
2024-01-21,6220,D02,-3634.71
2024-05-13,5010,D99,-3727.99
2024-11-16,4020,D01,215.97
2024-08-04,2010,D99,447.71
2024-05-04,2010,D02,815.32
2024-04-06,5020,D01,-4476.47
2024-11-19,6220,D01,-1996.2
2024-02-14,5020,D99,-4719.23
2024-10-28,5020,D03,-4019.77
2024-04-02,4010,D03,3853.44
2024-03-15,4010,D02,4490.06
2024-09-23,6220,D99,-4515.97
2024-08-18,6220,D02,-2785.88
2024-09-15,2010,D02,4951.72
2024-10-08,5020,D99,-4223.91
2024-08-20,6210,D02,-351.92
2024-09-28,2010,D03,3506.64
2024-09-20,5020,D99,-2867.86
2024-06-01,4010,D02,3808.51
2024-05-01,6210,D99,-4260.34
2024-11-03,6210,D03,-1722.25
